customer,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
21-8AH-10850,9,176,171850.36,2,1,1,211
21-8AH-10852,366,111,98381.23,4,1,1,411
21-8AH-10858,10,159,78444.27000000005,2,1,1,211
21-8AH-10859,2,332,144506.03000000014,1,1,1,111
21-8AH-10861,6,51,19432.530000000006,2,3,3,233
21-8AH-10862,5,134,72437.83000000002,2,1,1,211
21-8AH-10866,367,27,13186.139999999998,4,4,4,444
21-8AH-10867,4,65,47311.0,2,2,2,222
21-8AH-10882,8,38,52337.98,2,3,2,232
21-8AH-10884,1,29,19852.23,1,4,3,143
21-8AH-10886,7,151,117633.99,2,1,1,211
21-8AH-10888,10,62,16082.409999999989,2,2,4,224
21-8AH-1089,13,25,8373.289999999997,3,4,4,344
21-8AH-10890,6,49,14089.939999999995,2,3,4,234
21-8AH-10898,12,6,1919.8799999999999,3,4,4,344
21-8AH-1090,0,87,29618.729999999996,1,2,3,123
21-8AH-10900,22,44,14653.589999999998,3,3,4,334
21-8AH-10905,365,50,17653.46,4,3,4,434
21-8AH-10916,3,90,169149.84999999992,1,2,1,121
21-8AH-10925,384,32,72708.38,4,4,1,441
21-8AH-10926,1,483,311759.40000000095,1,1,1,111
21-8AH-10929,7,117,63126.54000000001,2,1,2,212
21-8AH-1093,0,69,28109.590000000004,1,2,3,123
21-8AH-10933,1,61,38634.46,1,2,2,122
21-8AH-10940,6,72,45757.76000000001,2,2,2,222
21-8AH-10947,9,118,83633.37000000002,2,1,1,211
21-8AH-1095,0,170,82897.16000000006,1,1,1,111
21-8AH-10955,6,34,25380.69,2,3,3,233
21-8AH-1096,25,44,31034.520000000004,3,3,3,333
21-8AH-10965,11,242,173496.43999999994,2,1,1,211
21-8AH-10973,2,113,68652.66000000003,1,1,2,112
21-8AH-10974,7,28,15079.0,2,4,4,244
21-8AH-10976,374,26,14118.759999999998,4,4,4,444
21-8AH-1098,9,31,25909.519999999997,2,4,3,243
21-8AH-10987,1,26,19064.649999999998,1,4,3,143
21-8AH-10992,5,86,84526.49,2,2,1,221
21-8AH-11001,45,38,11812.060000000001,3,3,4,334
21-8AH-11002,62,33,13988.600000000002,4,3,4,434
21-8AH-11008,5,61,31477.83,2,2,3,223
21-8AH-11012,0,50,55917.690000000024,1,3,2,132
21-8AH-1102,0,184,73646.23999999998,1,1,1,111
21-8AH-11022,9,80,50671.44999999999,2,2,2,222
21-8AH-11025,1,191,74247.62999999996,1,1,1,111
21-8AH-11026,239,61,19667.370000000003,4,2,3,423
21-8AH-11029,11,21,8104.199999999999,2,4,4,244
21-8AH-11031,5,52,40409.21000000001,2,3,2,232
21-8AH-11034,0,63,52568.149999999994,1,2,2,122
21-8AH-11036,4,96,73020.83999999998,2,2,1,221
21-8AH-1104,375,72,45055.79000000001,4,2,2,422
21-8AH-11041,370,65,48043.469999999994,4,2,2,422
21-8AH-11042,65,54,36519.58,4,3,3,433
21-8AH-11043,0,105,93117.93000000004,1,1,1,111
21-8AH-11048,0,174,127621.59000000003,1,1,1,111
21-8AH-1105,21,86,75089.36999999998,3,2,1,321
21-8AH-11053,51,14,14248.16,4,4,4,444
21-8AH-11054,14,250,744091.5899999999,3,1,1,311
21-8AH-11055,368,9,16603.05,4,4,4,444
21-8AH-11074,365,135,56122.30999999995,4,1,2,412
21-8AH-11078,0,66,50585.15,1,2,2,122
21-8AH-1108,438,4,3817.5499999999997,4,4,4,444
21-8AH-11080,1,40,82311.99999999997,1,3,1,131
21-8AH-11085,5,318,253074.87000000002,2,1,1,211
21-8AH-11097,14,48,26677.109999999997,3,3,3,333
21-8AH-11099,0,93,46960.70999999996,1,2,2,122
21-8AH-111,17,75,61572.819999999985,3,2,2,322
21-8AH-11101,136,144,104586.10000000003,4,1,1,411
21-8AH-11103,365,38,26481.360000000004,4,3,3,433
21-8AH-11117,12,145,34723.86999999999,3,1,3,313
21-8AH-11118,375,66,14603.250000000005,4,2,4,424
21-8AH-11122,67,23,19602.46,4,4,3,443
21-8AH-11124,3,58,78258.72999999997,1,3,1,131
21-8AH-11129,12,29,47924.93000000001,3,4,2,342
21-8AH-11132,7,85,114990.64000000001,2,2,1,221
21-8AH-11133,12,102,54164.27999999997,3,1,2,312
21-8AH-11135,3,79,83828.48999999998,1,2,1,121
21-8AH-11136,6,86,37192.100000000006,2,2,3,223
21-8AH-11155,29,14,16471.42,3,4,4,344
21-8AH-11160,0,38,40706.48,1,3,2,132
21-8AH-11161,377,7,8857.939999999999,4,4,4,444
21-8AH-11168,9,21,17483.05,2,4,4,244
21-8AH-11171,4,35,26499.549999999996,2,3,3,233
21-8AH-11175,3,253,138617.74000000014,1,1,1,111
21-8AH-11184,394,24,5236.530000000001,4,4,4,444
21-8AH-11188,369,55,12908.350000000002,4,3,4,434
21-8AH-11191,1,56,14167.17999999999,1,3,4,134
21-8AH-11192,271,43,10982.479999999998,4,3,4,434
21-8AH-11193,16,73,21129.94,3,2,3,323
21-8AH-11200,91,11,6670.57,4,4,4,444
21-8AH-11201,2,105,59809.28000000003,1,1,2,112
21-8AH-11202,13,39,17654.6,3,3,4,334
21-8AH-11203,10,51,21616.4,2,3,3,233
21-8AH-11204,3,166,82290.1800000001,1,1,1,111
21-8AH-1121,16,102,39054.00000000003,3,1,2,312
21-8AH-11213,0,58,28909.650000000012,1,3,3,133
21-8AH-1122,5,74,54745.439999999995,2,2,2,222
21-8AH-11221,5,26,15224.720000000001,2,4,4,244
21-8AH-11224,368,41,20529.58,4,3,3,433
21-8AH-1123,1,127,93428.64000000003,1,1,1,111
21-8AH-11236,25,84,142646.92000000007,3,2,1,321
21-8AH-11238,4,226,315729.0499999998,2,1,1,211
21-8AH-1124,7,163,118081.59999999996,2,1,1,211
21-8AH-11248,5,38,26394.960000000003,2,3,3,233
21-8AH-11250,22,100,96905.40000000001,3,2,1,321
21-8AH-11257,370,66,53014.51999999999,4,2,2,422
21-8AH-11258,1,425,229066.9000000002,1,1,1,111
21-8AH-11264,6,36,28835.679999999997,2,3,3,233
21-8AH-11280,1,76,60888.6,1,2,2,122
21-8AH-11287,12,141,133326.77,3,1,1,311
21-8AH-11289,5,64,34385.79999999999,2,2,3,223
21-8AH-1129,0,206,148141.35000000006,1,1,1,111
21-8AH-11293,0,170,125195.33000000012,1,1,1,111
21-8AH-113,3,118,74468.64000000001,1,1,1,111
21-8AH-1130,4,205,137341.11999999997,2,1,1,211
21-8AH-11306,0,53,33304.549999999996,1,3,3,133
21-8AH-11309,382,71,41701.27000000002,4,2,2,422
21-8AH-1131,5,54,39826.439999999995,2,3,2,232
21-8AH-11310,4,76,70308.75,2,2,1,221
21-8AH-11313,6,63,43299.53,2,2,2,222
21-8AH-11316,24,48,57294.09999999999,3,3,2,332
21-8AH-11317,394,34,39308.59,4,3,2,432
21-8AH-11319,2,486,333654.31000000023,1,1,1,111
21-8AH-11320,7,70,100187.23,2,2,1,221
21-8AH-11322,0,186,183769.10999999996,1,1,1,111
21-8AH-11330,366,30,10527.87,4,4,4,444
21-8AH-11339,9,124,49064.02,2,1,2,212
21-8AH-11341,14,125,11235.400000000003,3,1,4,314
21-8AH-11352,7,51,29772.23999999999,2,3,3,233
21-8AH-11353,1,105,79721.90000000004,1,1,1,111
21-8AH-1136,1,86,44976.310000000005,1,2,2,122
21-8AH-11360,0,57,39917.86,1,3,2,132
21-8AH-11368,1,62,41268.91,1,2,2,122
21-8AH-11369,68,32,17365.45,4,4,4,444
21-8AH-1137,388,6,3630.8699999999994,4,4,4,444
21-8AH-11370,377,79,38198.82000000001,4,2,2,422
21-8AH-11371,371,18,9512.090000000004,4,4,4,444
21-8AH-11373,0,186,106000.87999999999,1,1,1,111
21-8AH-11379,5,19,5362.49,2,4,4,244
21-8AH-11381,365,99,29316.759999999984,4,2,3,423
21-8AH-11382,7,158,53111.02999999999,2,1,2,212
21-8AH-11386,6,22,34427.93000000001,2,4,3,243
21-8AH-11392,9,49,67567.49,2,3,2,232
21-8AH-11395,4,20,27622.05999999999,2,4,3,243
21-8AH-11399,2,170,204721.94999999998,1,1,1,111
21-8AH-114,365,114,130181.45999999998,4,1,1,411
21-8AH-11401,30,49,37650.530000000006,3,3,2,332
21-8AH-11403,19,44,38633.639999999985,3,3,2,332
21-8AH-11411,11,52,43754.39,2,3,2,232
21-8AH-11420,2,77,37289.049999999996,1,2,2,122
21-8AH-11421,367,27,14260.659999999998,4,4,4,444
21-8AH-11422,24,78,47977.17999999997,3,2,2,322
21-8AH-11427,11,87,49688.420000000035,2,2,2,222
21-8AH-11429,5,89,55366.61000000003,2,2,2,222
21-8AH-11430,21,37,23087.989999999998,3,3,3,333
21-8AH-11438,366,24,22733.960000000003,4,4,3,443
21-8AH-11439,2,134,108168.84000000007,1,1,1,111
21-8AH-11443,2,76,22380.820000000003,1,2,3,123
21-8AH-1145,70,20,24814.260000000002,4,4,3,443
21-8AH-11452,21,51,78374.54000000001,3,3,1,331
21-8AH-11455,385,27,40168.990000000005,4,4,2,442
21-8AH-11458,10,270,126264.45999999996,2,1,1,211
21-8AH-1146,368,79,22853.59,4,2,3,423
21-8AH-11466,1,241,101864.74000000006,1,1,1,111
21-8AH-11468,1,282,255090.45000000013,1,1,1,111
21-8AH-11472,6,51,44572.98000000001,2,3,2,232
21-8AH-11475,196,33,12997.619999999999,4,3,4,434
21-8AH-11476,366,43,22484.220000000005,4,3,3,433
21-8AH-1148,13,51,25832.639999999992,3,3,3,333
21-8AH-11483,7,77,67877.98000000001,2,2,2,222
21-8AH-11485,1,53,48381.83999999999,1,3,2,132
21-8AH-11487,1,51,34510.99000000001,1,3,3,133
21-8AH-11488,0,75,64002.68999999997,1,2,2,122
21-8AH-11492,3,79,88673.77999999997,1,2,1,121
21-8AH-11498,0,122,85072.58000000003,1,1,1,111
21-8AH-115,2,65,80495.08,1,2,1,121
21-8AH-11508,4,27,12575.859999999995,2,4,4,244
21-8AH-11514,0,109,82405.13999999998,1,1,1,111
21-8AH-11515,3,218,140988.73000000004,1,1,1,111
21-8AH-11516,2,74,39893.75000000001,1,2,2,122
21-8AH-11518,24,81,55675.159999999996,3,2,2,322
21-8AH-1152,377,85,46884.549999999996,4,2,2,422
21-8AH-11528,28,195,135386.20000000016,3,1,1,311
21-8AH-1153,0,70,42474.45000000002,1,2,2,122
21-8AH-11530,8,85,79300.28000000004,2,2,1,221
21-8AH-1154,66,55,30179.459999999995,4,3,3,433
21-8AH-11548,11,24,7368.68,2,4,4,244
21-8AH-11551,13,17,5292.4800000000005,3,4,4,344
21-8AH-11554,1,39,15902.029999999999,1,3,4,134
21-8AH-1156,1,51,18342.78,1,3,4,134
21-8AH-11569,6,234,260230.55000000005,2,1,1,211
21-8AH-11573,1,290,210464.93000000034,1,1,1,111
21-8AH-11577,1,44,18676.909999999993,1,3,3,133
21-8AH-11579,38,42,20737.16,3,3,3,333
21-8AH-1158,365,81,52934.61000000001,4,2,2,422
21-8AH-1159,365,68,35713.43000000001,4,2,3,423
21-8AH-11593,428,8,3721.6600000000003,4,4,4,444
21-8AH-1160,24,51,34820.54,3,3,3,333
21-8AH-11606,16,122,80822.29000000002,3,1,1,311
21-8AH-11607,1,12,6405.24,1,4,4,144
21-8AH-11610,50,30,25926.3,4,4,3,443
21-8AH-11611,12,46,47717.34000000002,3,3,2,332
21-8AH-11615,10,68,34736.86,2,2,3,223
21-8AH-11616,373,13,10738.8,4,4,4,444
21-8AH-11620,365,43,28673.880000000005,4,3,3,433
21-8AH-11626,375,73,49297.59,4,2,2,422
21-8AH-1163,3,135,116299.68999999996,1,1,1,111
21-8AH-11631,1,29,26250.76,1,4,3,143
21-8AH-1164,55,91,53116.86,4,2,2,422
21-8AH-11649,29,40,17985.260000000002,3,3,4,334
21-8AH-11650,44,61,28110.94,3,2,3,323
21-8AH-11654,4,97,45654.540000000045,2,2,2,222
21-8AH-1166,16,115,59668.359999999986,3,1,2,312
21-8AH-11663,13,71,49271.290000000015,3,2,2,322
21-8AH-11670,38,55,20346.949999999997,3,3,3,333
21-8AH-11671,17,65,36578.41999999999,3,2,3,323
21-8AH-11674,426,66,44341.760000000024,4,2,2,422
21-8AH-11677,430,38,23448.849999999995,4,3,3,433
21-8AH-1168,184,1,1045.12,4,4,4,444
21-8AH-11684,1,65,46740.38000000001,1,2,2,122
21-8AH-11692,373,49,24099.2,4,3,3,433
21-8AH-11693,369,15,7891.58,4,4,4,444
21-8AH-11695,2,75,43339.17,1,2,2,122
21-8AH-11697,1,240,91316.58000000003,1,1,1,111
21-8AH-11705,2,153,65628.9,1,1,2,112
21-8AH-11711,371,25,10176.840000000002,4,4,4,444
21-8AH-11719,4,124,49569.00999999997,2,1,2,212
21-8AH-11720,127,44,16956.319999999996,4,3,4,434
21-8AH-11722,0,312,199341.67000000004,1,1,1,111
21-8AH-11723,406,70,41002.73999999996,4,2,2,422
21-8AH-11727,515,22,11582.51,4,4,4,444
21-8AH-11733,24,26,4606.889999999999,3,4,4,344
21-8AH-11734,18,63,14160.649999999989,3,2,4,324
21-8AH-11737,451,5,1334.5300000000002,4,4,4,444
21-8AH-11739,348,60,16025.800000000003,4,2,4,424
21-8AH-11745,375,35,17790.03,4,3,4,434
21-8AH-1175,367,19,10940.509999999998,4,4,4,444
21-8AH-11750,371,41,18192.829999999998,4,3,4,434
21-8AH-11751,74,33,19224.379999999997,4,3,3,433
21-8AH-11752,9,63,43631.64999999999,2,2,2,222
21-8AH-11757,1,42,53114.75,1,3,2,132
21-8AH-11758,2,126,117931.50999999997,1,1,1,111
21-8AH-11762,21,54,33229.50000000001,3,3,3,333
21-8AH-11764,7,99,98594.22999999994,2,2,1,221
21-8AH-11772,484,3,941.99,4,4,4,444
21-8AH-11774,18,32,24480.04,3,4,3,343
21-8AH-11782,7,148,109050.13999999998,2,1,1,211
21-8AH-11787,9,37,8618.489999999998,2,3,4,234
21-8AH-11791,0,24,4034.0400000000004,1,4,4,144
21-8AH-11792,1,91,16005.26,1,2,4,124
21-8AH-11793,9,59,11556.319999999998,2,3,4,234
21-8AH-11794,40,54,10871.579999999998,3,3,4,334
21-8AH-11796,370,29,5365.16,4,4,4,444
21-8AH-11800,1,215,172701.52999999985,1,1,1,111
21-8AH-11814,27,53,44356.21,3,3,2,332
21-8AH-11816,9,186,262405.52999999997,2,1,1,211
21-8AH-11827,386,119,53284.110000000015,4,1,2,412
21-8AH-1183,449,38,21622.729999999996,4,3,3,433
21-8AH-11831,543,1,1232.73,4,4,4,444
21-8AH-11834,96,66,69367.23000000001,4,2,1,421
21-8AH-11836,4,70,98669.36999999995,2,2,1,221
21-8AH-11838,26,56,61405.89000000001,3,3,2,332
21-8AH-1184,366,60,36235.65000000001,4,2,3,423
21-8AH-11842,23,35,26844.98,3,3,3,333
21-8AH-11849,1,81,70679.03000000004,1,2,1,121
21-8AH-1185,28,39,27243.28,3,3,3,333
21-8AH-11860,36,54,49743.24999999998,3,3,2,332
21-8AH-11861,366,37,31131.010000000002,4,3,3,433
21-8AH-11863,379,69,53274.490000000005,4,2,2,422
21-8AH-11865,28,40,29911.299999999996,3,3,3,333
21-8AH-11867,1,99,59416.32000000004,1,2,2,122
21-8AH-11869,366,40,21913.160000000007,4,3,3,433
21-8AH-1187,30,37,22527.159999999996,3,3,3,333
21-8AH-11870,14,11,8043.919999999998,3,4,4,344
21-8AH-11876,10,129,92565.99000000003,2,1,1,211
21-8AH-11878,2,71,52526.68999999998,1,2,2,122
21-8AH-11883,10,90,68584.29000000001,2,2,2,222
21-8AH-11884,0,113,155372.9299999999,1,1,1,111
21-8AH-11885,127,56,223717.45999999996,4,3,1,431
21-8AH-11887,1,35,30503.190000000006,1,3,3,133
21-8AH-11895,29,98,26082.850000000006,3,2,3,323
21-8AH-11901,14,62,40617.97,3,2,2,322
21-8AH-11905,13,193,131395.73999999996,3,1,1,311
21-8AH-11907,376,50,28147.08,4,3,3,433
21-8AH-11911,48,23,24064.809999999998,3,4,3,343
21-8AH-11914,41,1,817.92,3,4,4,344
21-8AH-11916,1,114,84950.18999999999,1,1,1,111
21-8AH-11919,0,238,306114.3200000001,1,1,1,111
21-8AH-1192,16,48,46981.819999999985,3,3,2,332
21-8AH-11929,5,147,141843.1200000001,2,1,1,211
21-8AH-11931,15,32,24507.980000000003,3,4,3,343
21-8AH-11932,26,90,42233.680000000044,3,2,2,322
21-8AH-11934,0,199,105466.81999999996,1,1,1,111
21-8AH-11940,38,25,24499.600000000002,3,4,3,343
21-8AH-11944,15,62,58924.700000000004,3,2,2,322
21-8AH-11946,24,16,9975.56,3,4,4,344
21-8AH-1195,9,53,36308.99,2,3,3,233
21-8AH-11953,12,173,133136.69000000006,3,1,1,311
21-8AH-11955,1,275,251739.2900000001,1,1,1,111
21-8AH-11956,101,9,7085.27,4,4,4,444
21-8AH-11957,48,57,28921.909999999996,3,3,3,333
21-8AH-11959,366,79,42668.770000000004,4,2,2,422
21-8AH-11963,0,95,60258.69000000001,1,2,2,122
21-8AH-11965,17,39,25978.849999999995,3,3,3,333
21-8AH-1197,7,51,30994.39,2,3,3,233
21-8AH-11976,367,191,97253.69999999995,4,1,1,411
21-8AH-11982,19,86,63295.60000000001,3,2,2,322
21-8AH-11987,0,170,189684.19000000026,1,1,1,111
21-8AH-11988,369,39,45537.859999999986,4,3,2,432
21-8AH-11989,5,99,132521.08999999997,2,2,1,221
21-8AH-11995,366,67,57778.9,4,2,2,422
21-8AH-11996,0,35,22186.489999999998,1,3,3,133
21-8AH-11998,0,87,41361.799999999996,1,2,2,122
21-8AH-11999,371,29,15054.399999999996,4,4,4,444
21-8AH-12002,381,33,18577.28,4,3,3,433
21-8AH-12003,3,62,53655.21,1,2,2,122
21-8AH-12004,2,147,165346.88000000012,1,1,1,111
21-8AH-12005,0,169,205154.26000000004,1,1,1,111
21-8AH-1202,0,85,32731.98,1,2,3,123
21-8AH-12021,8,7,2265.68,2,4,4,244
21-8AH-12022,467,2,817.87,4,4,4,444
21-8AH-12026,373,42,17337.489999999998,4,3,4,434
21-8AH-12029,15,76,61688.41,3,2,2,322
21-8AH-12030,6,32,23506.649999999998,2,4,3,243
21-8AH-12035,88,84,52721.09999999997,4,2,2,422
21-8AH-12037,440,3,1249.0399999999997,4,4,4,444
21-8AH-1204,368,150,80068.05000000009,4,1,1,411
21-8AH-12049,98,36,26434.91,4,3,3,433
21-8AH-1205,5,54,39450.25,2,3,2,232
21-8AH-12051,12,31,16740.150000000005,3,4,4,344
21-8AH-12052,4,78,48616.50000000001,2,2,2,222
21-8AH-12054,2,211,115697.29999999997,1,1,1,111
21-8AH-12056,4,105,50154.11,2,1,2,212
21-8AH-12058,20,73,38089.22999999999,3,2,2,322
21-8AH-12062,19,34,20276.64,3,3,3,333
21-8AH-12065,2,62,33206.03,1,2,3,123
21-8AH-12067,8,22,7200.869999999999,2,4,4,244
21-8AH-12071,29,8,1839.98,3,4,4,344
21-8AH-12076,6,81,103300.93000000002,2,2,1,221
21-8AH-12081,16,33,40132.77,3,3,2,332
21-8AH-12082,136,59,66188.68,4,3,2,432
21-8AH-12084,10,9,4868.05,2,4,4,244
21-8AH-12086,3,35,19667.660000000007,1,3,3,133
21-8AH-12088,0,80,68909.69,1,2,2,122
21-8AH-12092,2,95,46866.49,1,2,2,122
21-8AH-12095,2,199,67982.1400000001,1,1,2,112
21-8AH-121,10,29,16845.559999999998,2,4,4,244
21-8AH-12105,16,84,57859.73999999999,3,2,2,322
21-8AH-12110,3,24,13916.450000000003,1,4,4,144
21-8AH-12115,7,224,124425.42000000001,2,1,1,211
21-8AH-12116,37,16,5029.33,3,4,4,344
21-8AH-12119,3,74,46894.41000000001,1,2,2,122
21-8AH-1212,7,11,6335.01,2,4,4,244
21-8AH-12120,129,19,11295.699999999999,4,4,4,444
21-8AH-12125,372,68,35209.65000000001,4,2,3,423
21-8AH-12129,29,104,68777.04000000001,3,1,2,312
21-8AH-12139,51,75,63391.479999999996,4,2,2,422
21-8AH-12143,10,18,20639.01,2,4,3,243
21-8AH-12148,17,3,3716.45,3,4,4,344
21-8AH-1215,49,59,65993.28,4,3,2,432
21-8AH-12150,12,130,135899.46000000002,3,1,1,311
21-8AH-12155,42,56,60530.049999999974,3,3,2,332
21-8AH-1216,7,87,70103.30999999997,2,2,1,221
21-8AH-12168,22,72,81279.65999999995,3,2,1,321
21-8AH-1217,9,54,56969.80999999998,2,3,2,232
21-8AH-12171,371,6,7501.320000000001,4,4,4,444
21-8AH-12174,442,3,2280.89,4,4,4,444
21-8AH-12175,2,124,116219.58000000007,1,1,1,111
21-8AH-12178,3,226,159856.60999999996,1,1,1,111
21-8AH-12182,78,36,18454.16,4,3,3,433
21-8AH-12186,10,55,29359.010000000002,2,3,3,233
21-8AH-12190,1,64,37151.840000000004,1,2,3,123
21-8AH-12196,18,50,31716.379999999997,3,3,3,333
21-8AH-12198,31,108,44673.54999999998,3,1,2,312
21-8AH-12200,0,115,28876.039999999986,1,1,3,113
21-8AH-12204,0,54,13447.639999999998,1,3,4,134
21-8AH-12206,366,48,10357.439999999999,4,3,4,434
21-8AH-1221,380,7,1738.6000000000001,4,4,4,444
21-8AH-12212,377,6,1220.1800000000003,4,4,4,444
21-8AH-12215,365,85,19297.209999999995,4,2,3,423
21-8AH-12218,12,93,40613.07000000001,3,2,2,322
21-8AH-12223,23,30,12632.37,3,4,4,344
21-8AH-12225,9,62,38620.46999999999,2,2,2,222
21-8AH-12226,2,23,15998.2,1,4,4,144
21-8AH-12227,2,51,40348.20999999999,1,3,2,132
21-8AH-12238,7,71,43842.24999999999,2,2,2,222
21-8AH-12246,11,63,41092.759999999995,2,2,2,222
21-8AH-12253,22,79,99278.14999999995,3,2,1,321
21-8AH-12256,10,90,67767.94999999998,2,2,2,222
21-8AH-12258,1,65,21159.050000000014,1,2,3,123
21-8AH-1226,2,124,49446.14000000002,1,1,2,112
21-8AH-12263,13,61,45923.24000000004,3,2,2,322
21-8AH-12264,5,75,42315.979999999996,2,2,2,222
21-8AH-12267,82,71,37388.03,4,2,2,422
21-8AH-12269,122,7,1330.9,4,4,4,444
21-8AH-12277,57,46,17987.66,4,3,4,434
21-8AH-1228,57,8,3597.2899999999995,4,4,4,444
21-8AH-12281,22,230,88949.60999999988,3,1,1,311
21-8AH-12289,7,87,29908.430000000008,2,2,3,223
21-8AH-1230,10,95,118756.18999999997,2,2,1,221
21-8AH-12306,7,39,50847.57999999998,2,3,2,232
21-8AH-12309,0,24,7340.080000000001,1,4,4,144
21-8AH-1231,5,31,7984.510000000002,2,4,4,244
21-8AH-12312,0,97,47766.63999999998,1,2,2,122
21-8AH-12317,62,36,23112.51,4,3,3,433
21-8AH-12322,4,108,61691.270000000004,2,1,2,212
21-8AH-12333,370,44,21196.850000000002,4,3,3,433
21-8AH-12335,371,44,20695.000000000004,4,3,3,433
21-8AH-12339,374,24,12317.8,4,4,4,444
21-8AH-12340,373,15,7772.280000000001,4,4,4,444
21-8AH-12347,0,181,108700.35000000002,1,1,1,111
21-8AH-12355,3,340,253051.21000000002,1,1,1,111
21-8AH-12356,62,9,3252.6699999999996,4,4,4,444
21-8AH-12357,0,86,39155.939999999995,1,2,2,122
21-8AH-12363,58,46,23843.730000000003,4,3,3,433
21-8AH-12364,12,49,34575.42,3,3,3,333
21-8AH-12365,16,27,16678.670000000002,3,4,4,344
21-8AH-12368,1,145,74772.88000000002,1,1,1,111
21-8AH-12373,31,31,29636.020000000004,3,4,3,343
21-8AH-12374,1,52,45896.07000000001,1,3,2,132
21-8AH-12377,7,34,23862.74,2,3,3,233
21-8AH-12379,378,24,25869.47,4,4,3,443
21-8AH-1239,382,40,32061.53,4,3,3,433
21-8AH-12397,25,30,29516.350000000002,3,4,3,343
21-8AH-12399,2,69,60658.33999999998,1,2,2,122
21-8AH-124,6,20,19099.319999999996,2,4,3,243
21-8AH-1240,0,58,48930.05999999998,1,3,2,132
21-8AH-12400,6,83,72331.94999999998,2,2,1,221
21-8AH-1241,6,128,105665.17000000003,2,1,1,211
21-8AH-12412,13,27,14537.68,3,4,4,344
21-8AH-12417,28,73,24151.850000000002,3,2,3,323
21-8AH-12424,1,54,15245.36,1,3,4,134
21-8AH-12426,32,103,30809.87000000001,3,1,3,313
21-8AH-12427,22,74,18593.87,3,2,3,323
21-8AH-12428,2,158,44589.03999999998,1,1,2,112
21-8AH-12429,369,195,58841.92000000002,4,1,2,412
21-8AH-12433,16,123,98811.53000000003,3,1,1,311
21-8AH-12434,2,226,191745.95999999985,1,1,1,111
21-8AH-12445,378,28,18463.04,4,4,3,443
21-8AH-12452,67,4,1470.0,4,4,4,444
21-8AH-12456,0,21,13758.359999999999,1,4,4,144
21-8AH-12465,19,31,21292.759999999995,3,4,3,343
21-8AH-12466,10,54,34585.11999999999,2,3,3,233
21-8AH-12467,32,46,30475.989999999994,3,3,3,333
21-8AH-12468,8,41,34641.97,2,3,3,233
21-8AH-1247,1,109,84392.84000000001,1,1,1,111
21-8AH-12472,17,53,39507.10000000001,3,3,2,332
21-8AH-12474,16,75,54527.97000000001,3,2,2,322
21-8AH-1248,6,50,37659.83000000001,2,3,2,232
21-8AH-12485,16,51,50626.08,3,3,2,332
21-8AH-12487,367,21,17713.440000000002,4,4,4,444
21-8AH-12491,4,50,26210.95,2,3,3,233
21-8AH-12493,11,146,95865.3,2,1,1,211
21-8AH-12494,1,144,66971.86000000002,1,1,2,112
21-8AH-12496,13,24,17520.32,3,4,4,344
21-8AH-12498,5,24,18342.850000000002,2,4,4,244
21-8AH-12505,1,54,37245.09,1,3,3,133
21-8AH-12512,56,49,32120.53,4,3,3,433
21-8AH-12516,391,10,5909.35,4,4,4,444
21-8AH-12530,2,116,131337.54000000007,1,1,1,111
21-8AH-12531,365,189,175799.75999999998,4,1,1,411
21-8AH-12536,3,5,4096.709999999999,1,4,4,144
21-8AH-12538,1,615,397057.5200000006,1,1,1,111
21-8AH-1254,5,23,8546.5,2,4,4,244
21-8AH-12540,0,94,39217.41999999999,1,2,2,122
21-8AH-12556,1,44,25904.399999999998,1,3,3,133
21-8AH-12562,145,72,43494.00000000001,4,2,2,422
21-8AH-12563,5,165,139579.89000000007,2,1,1,211
21-8AH-12578,1,281,179755.15000000014,1,1,1,111
21-8AH-12584,4,134,77575.59999999993,2,1,1,211
21-8AH-12586,4,59,29459.390000000003,2,3,3,233
21-8AH-12588,172,3,228.18,4,4,4,444
21-8AH-12590,11,14,6733.85,2,4,4,244
21-8AH-12594,368,61,38515.98,4,2,2,422
21-8AH-12601,0,119,85562.99,1,1,1,111
21-8AH-12606,9,58,35480.78,2,3,3,233
21-8AH-12607,4,179,125311.31000000003,2,1,1,211
21-8AH-12611,371,57,21716.37,4,3,3,433
21-8AH-1262,1,243,131072.33999999988,1,1,1,111
21-8AH-12620,33,31,14865.7,3,4,4,344
21-8AH-12628,0,153,69341.48000000001,1,1,2,112
21-8AH-12635,10,68,22846.939999999995,2,2,3,223
21-8AH-12639,26,103,32660.140000000036,3,1,3,313
21-8AH-12644,376,42,10357.55,4,3,4,434
21-8AH-12651,365,81,21277.49,4,2,3,423
21-8AH-12652,1,143,49980.11000000002,1,1,2,112
21-8AH-12653,367,32,10342.810000000001,4,4,4,444
21-8AH-12654,1,72,32715.330000000005,1,2,3,123
21-8AH-12655,2,76,59253.850000000006,1,2,2,122
21-8AH-12657,35,10,8061.360000000001,3,4,4,344
21-8AH-1267,1,106,54155.399999999994,1,1,2,112
21-8AH-12673,12,146,86550.09000000003,3,1,1,311
21-8AH-12677,8,35,19147.189999999995,2,3,3,233
21-8AH-12678,9,231,164722.88000000015,2,1,1,211
21-8AH-12682,1,353,198894.13000000006,1,1,1,111
21-8AH-1269,2,62,41812.32,1,2,2,122
21-8AH-12690,0,220,135934.62999999983,1,1,1,111
